CAM	participantCAM	id	text	value	comment	date	x_pos	y_pos	isDraggable	isDeletable	isTextChangeable	isActive	text_summarized
1724	ID110t2_1724	26903	Umwelt	3	NA	17:56:09	762	350	NA	NA	NA	NA	Umwelt
1724	ID110t2_1724	26902	Einkauf	10	NA	17:56:23	80	214	NA	NA	NA	NA	Einkaufen_ambivalent
1724	ID110t2_1724	26901	Einkauf im Großhandel mit mehr Abstand	2	NA	17:56:57	55	26	NA	NA	NA	NA	Einkauf im Großhandel mit mehr Abstand
1724	ID110t2_1724	26900	Flexibilität/Erreichbarkeit	2	NA	18:07:54	479	537	NA	NA	NA	NA	Flexibilität/Erreichbarkeit
1724	ID110t2_1724	26899	Parkplatzsuche	-1	NA	18:03:39	65	402	NA	NA	NA	NA	Parkplatzsuche_negative
1724	ID110t2_1724	26898	Konzentration benötigt	-2	NA	18:03:05	727	535	NA	NA	NA	NA	Konzentration benötigt
1724	ID110t2_1724	26897	Fahrrad	1	NA	17:59:05	631	178	NA	NA	NA	NA	Fahrrad
1724	ID110t2_1724	26896	Wetter	10	NA	17:59:53	741	48	NA	NA	NA	NA	Wetter
1724	ID110t2_1724	26895	Kosten	-1	NA		219	534	NA	NA	NA	NA	Kosten_negative
1724	ID110t2_1724	26894	Bewegung	2	NA		466	28	NA	NA	NA	NA	Bewegung
1722	ID111_1722	26878	Zuverlässig	3	NA		351	272	NA	NA	NA	NA	zuverlässig_positive
1722	ID111_1722	26877	Fahrgemeinschaft	3	NA	18:17:37	410	178	NA	NA	NA	NA	Fahrgemeinschaft_positive
1722	ID111_1722	26876	kann arbeiten erledigen	2	NA	18:15:30	1175	187	NA	NA	NA	NA	kann arbeiten erledigen
1722	ID111_1722	26875	Umweltbelastung	-1	NA	18:14:16	372	428	NA	NA	NA	NA	umweltbelastend_negative
1722	ID111_1722	26874	Umsteigen	-2	NA		1332	482	NA	NA	NA	NA	Umsteigen
1722	ID111_1722	26873	öffentliche Verkehrsmittel	0	NA		950	363	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1722	ID111_1722	26872	kosten	2	NA	18:11:02	982	20	NA	NA	NA	NA	Kosten_positive
1722	ID111_1722	26871	kosten	-2	NA	18:10:42	555	499	NA	NA	NA	NA	Kosten_negative
1722	ID111_1722	26870	Verspätung	-3	NA		1141	481	NA	NA	NA	NA	Verspätung_negative
1722	ID111_1722	26869	kann ein Nickerchen machen	2	NA	18:10:20	1092	113	NA	NA	NA	NA	kann ein Nickerchen machen
1722	ID111_1722	26868	entspannter	1	NA	18:10:22	1209	283	NA	NA	NA	NA	entspannen_positive
1722	ID111_1722	26867	schneller am Ziel	3	NA	18:17:31	666	20	NA	NA	NA	NA	schnell _positive
1722	ID111_1722	26866	flexibel	3	NA	18:17:29	507	95	NA	NA	NA	NA	flexibel_positive
1722	ID111_1722	26865	Eigener Pkw	0	NA		680	361	NA	NA	NA	NA	Eigener Pkw_neutral
1723	ID111t2_1723	26893	Umwelt schonend	2	NA		1406	325	NA	NA	NA	NA	umweltschonend_positive
1723	ID111t2_1723	26892	Eigener Pkw	0	NA		680	361	NA	NA	NA	NA	Eigener Pkw_neutral
1723	ID111t2_1723	26891	flexibel	3	NA	18:17:29	507	95	NA	NA	NA	NA	flexibel_positive
1723	ID111t2_1723	26890	schneller am Ziel	3	NA	18:17:31	666	20	NA	NA	NA	NA	schnell _positive
1723	ID111t2_1723	26889	entspannter	1	NA	18:10:22	1209	283	NA	NA	NA	NA	entspannen_positive
1723	ID111t2_1723	26888	kann ein Nickerchen machen	2	NA	18:10:20	1092	113	NA	NA	NA	NA	kann ein Nickerchen machen
1723	ID111t2_1723	26887	Verspätung	-3	NA		1141	481	NA	NA	NA	NA	Verspätung_negative
1723	ID111t2_1723	26886	kosten	-3	NA	18:26:09	555	499	NA	NA	NA	NA	Kosten_negative
1723	ID111t2_1723	26885	kosten	3	NA	18:26:14	982	20	NA	NA	NA	NA	Kosten_positive
1723	ID111t2_1723	26884	öffentliche Verkehrsmittel	0	NA		950	363	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1723	ID111t2_1723	26883	Umsteigen	-2	NA		1332	482	NA	NA	NA	NA	Umsteigen
1723	ID111t2_1723	26882	Umweltbelastung	-3	NA	18:26:21	372	428	NA	NA	NA	NA	umweltbelastend_negative
1723	ID111t2_1723	26881	kann arbeiten erledigen	2	NA	18:15:30	1175	187	NA	NA	NA	NA	kann arbeiten erledigen
1723	ID111t2_1723	26880	Fahrgemeinschaft	3	NA	18:17:37	410	178	NA	NA	NA	NA	Fahrgemeinschaft_positive
1723	ID111t2_1723	26879	Zuverlässig	3	NA		351	272	NA	NA	NA	NA	zuverlässig_positive
1725	ID112_1725	26925	umweltfreundlicher	3	NA		852	511	NA	NA	NA	NA	umweltfreundlich_positive
1725	ID112_1725	26924	Gepäcktransport	-2	NA		495	529	NA	NA	NA	NA	Gepäcktransport
1725	ID112_1725	26923	Stauraum für Gepäck	2	NA		62	112	NA	NA	NA	NA	Stauraum für Gepäck
1725	ID112_1725	26921	unabhängig	2	NA		279	198	NA	NA	NA	NA	Unabhängigkeit_positive
1725	ID112_1725	26920	bequem	2	NA	19:54:30	808	365	NA	NA	NA	NA	bequem_positive
1725	ID112_1725	26919	schnell	3	NA		883	288	NA	NA	NA	NA	schnell _positive
1725	ID112_1725	26918	S-/U-Bahn	0	NA		825	160	NA	NA	NA	NA	S-/U-Bahn
1725	ID112_1725	26917	teuer	-1	NA		737	20	NA	NA	NA	NA	teuer_negative
1725	ID112_1725	26916	Unpünktlich	-2	NA		451	20	NA	NA	NA	NA	unpünktlich_negative
1725	ID112_1725	26915	Bahn	0	NA		603	159	NA	NA	NA	NA	Bahn
1725	ID112_1725	26914	flexibel	3	NA		208	84	NA	NA	NA	NA	flexibel_positive
1725	ID112_1725	26913	CO2-Ausstoß	-3	NA		20	267	NA	NA	NA	NA	CO2 Emissionen_negative
1725	ID112_1725	26912	Sprit	-3	NA		65	391	NA	NA	NA	NA	Sprit
1725	ID112_1725	26911	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1725	ID112_1725	26910	Öffentliche Verkehrsmittel	0	NA		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1725r	ID112t2_1725	26925	umweltfreundlicher	3	NA		852	511	NA	NA	NA	NA	umweltfreundlich_positive
1725r	ID112t2_1725	26924	Gepäcktransport	-2	NA		495	529	NA	NA	NA	NA	Gepäcktransport
1725r	ID112t2_1725	26923	Stauraum für Gepäck	2	NA		62	112	NA	NA	NA	NA	Stauraum für Gepäck
1725r	ID112t2_1725	26921	unabhängig	2	NA		279	198	NA	NA	NA	NA	Unabhängigkeit_positive
1725r	ID112t2_1725	26920	bequem	2	NA	19:54:30	808	365	NA	NA	NA	NA	bequem_positive
1725r	ID112t2_1725	26919	schnell	3	NA		883	288	NA	NA	NA	NA	schnell _positive
1725r	ID112t2_1725	26918	S-/U-Bahn	0	NA		825	160	NA	NA	NA	NA	S-/U-Bahn
1725r	ID112t2_1725	26917	teuer	-1	NA		737	20	NA	NA	NA	NA	teuer_negative
1725r	ID112t2_1725	26916	Unpünktlich	-2	NA		451	20	NA	NA	NA	NA	unpünktlich_negative
1725r	ID112t2_1725	26915	Bahn	0	NA		603	159	NA	NA	NA	NA	Bahn
1725r	ID112t2_1725	26914	flexibel	3	NA		208	84	NA	NA	NA	NA	flexibel_positive
1725r	ID112t2_1725	26913	CO2-Ausstoß	-3	NA		20	267	NA	NA	NA	NA	CO2 Emissionen_negative
1725r	ID112t2_1725	26912	Sprit	-3	NA		65	391	NA	NA	NA	NA	Sprit
1725r	ID112t2_1725	26911	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1725r	ID112t2_1725	26910	Öffentliche Verkehrsmittel	0	NA		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1726	ID113_1726	26940	Verfügbarkeit für alle	0	NA		245	149	NA	NA	NA	NA	Verfügbarkeit für alle
1726	ID113_1726	26939	Flexibilität	-2	NA	22:59:45	973	522	NA	NA	NA	NA	Flexibilität
1726	ID113_1726	26938	Flexibilität	3	NA	22:59:43	1057	307	NA	NA	NA	NA	Flexibilität
1726	ID113_1726	26937	Anbindung an ländlichen Bereich	-2	NA	22:59:50	284	371	NA	NA	NA	NA	Anbindung im ländlichen Bereich_negative
1726	ID113_1726	26936	Anbindung im ländlichen Bereich	3	NA	22:59:41	431	224	NA	NA	NA	NA	Anbindung im ländlichen Bereich_positive
1726	ID113_1726	26935	Sicherheit	-1	NA		760	533	NA	NA	NA	NA	Sicherheit
1726	ID113_1726	26934	Sicherheit	1	NA	22:56:45	857	146	NA	NA	NA	NA	Sicherheit
1726	ID113_1726	26933	Umwelt	1	NA	22:55:07	547	548.25	NA	NA	NA	NA	Umwelt
1726	ID113_1726	26932	Umwelt	-1	NA	22:55:55	598	217	NA	NA	NA	NA	Umwelt
1726	ID113_1726	26931	Kosten	1	NA		316	510	NA	NA	NA	NA	Kosten_positive
1726	ID113_1726	26930	Schnelligkeit	-2	NA	22:54:39	723	404	NA	NA	NA	NA	Schnelligkeit
1726	ID113_1726	26929	Kosten	-3	NA	22:54:15	888	33	NA	NA	NA	NA	Kosten_negative
1726	ID113_1726	26928	Schnelligkeit	3	NA		363	36	NA	NA	NA	NA	Schnelligkeit
1726	ID113_1726	26927	ÖPV	0	NA	22:53:33	485	425	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1726	ID113_1726	26926	PKW	0	NA		626	43	NA	NA	NA	NA	Pkw_neutral
1726r	ID113t2_1726	26940	Verfügbarkeit für alle	0	NA		245	149	NA	NA	NA	NA	Verfügbarkeit für alle
1726r	ID113t2_1726	26939	Flexibilität	-2	NA	22:59:45	973	522	NA	NA	NA	NA	Flexibilität
1726r	ID113t2_1726	26938	Flexibilität	3	NA	22:59:43	1057	307	NA	NA	NA	NA	Flexibilität
1726r	ID113t2_1726	26937	Anbindung an ländlichen Bereich	-2	NA	22:59:50	284	371	NA	NA	NA	NA	Anbindung im ländlichen Bereich_negative
1726r	ID113t2_1726	26936	Anbindung im ländlichen Bereich	3	NA	22:59:41	431	224	NA	NA	NA	NA	Anbindung im ländlichen Bereich_positive
1726r	ID113t2_1726	26935	Sicherheit	-1	NA		760	533	NA	NA	NA	NA	Sicherheit
1726r	ID113t2_1726	26934	Sicherheit	1	NA	22:56:45	857	146	NA	NA	NA	NA	Sicherheit
1726r	ID113t2_1726	26933	Umwelt	1	NA	22:55:07	547	548.25	NA	NA	NA	NA	Umwelt
1726r	ID113t2_1726	26932	Umwelt	-1	NA	22:55:55	598	217	NA	NA	NA	NA	Umwelt
1726r	ID113t2_1726	26931	Kosten	1	NA		316	510	NA	NA	NA	NA	Kosten_positive
1726r	ID113t2_1726	26930	Schnelligkeit	-2	NA	22:54:39	723	404	NA	NA	NA	NA	Schnelligkeit
1726r	ID113t2_1726	26929	Kosten	-3	NA	22:54:15	888	33	NA	NA	NA	NA	Kosten_negative
1726r	ID113t2_1726	26928	Schnelligkeit	3	NA		363	36	NA	NA	NA	NA	Schnelligkeit
1726r	ID113t2_1726	26927	ÖPV	0	NA	22:53:33	485	425	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1726r	ID113t2_1726	26926	PKW	0	NA		626	43	NA	NA	NA	NA	Pkw_neutral
1731	ID115_1731	27001	Zeit	2	NA		43	20	NA	NA	NA	NA	Zeit
1731	ID115_1731	27000	Zeit	-2	Sind oft unpünktlich, viel umsteigen	09:51:46	762	20	NA	NA	NA	NA	Zeit
1731	ID115_1731	26999	Stressreduzierung	1	Man kann Zeit für sich nutzen	09:53:36	542	20	NA	NA	NA	NA	Stressreduzierung
1731	ID115_1731	26998	Teuer	-1	Fahrkarten sind teuer geworden	09:48:06	747	245	NA	NA	NA	NA	teuer_negative
1731	ID115_1731	26997	Umwelt	3	NA		741	125	NA	NA	NA	NA	Umwelt
1731	ID115_1731	26996	Komfort	3	NA	09:44:00	265	20	NA	NA	NA	NA	Komfort_positive
1731	ID115_1731	26995	Umwelt	-2	NA	09:43:21	40	142	NA	NA	NA	NA	Umwelt
1731	ID115_1731	26994	Teuer	-2	NA		45	270	NA	NA	NA	NA	teuer_negative
1731	ID115_1731	26993	Eigener Pkw	0	 		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1731	ID115_1731	26992	Öffentliche Verkehrsmittel	0	 		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1731r	ID115t2_1731	27001	Zeit	2	NA		43	20	NA	NA	NA	NA	Zeit
1731r	ID115t2_1731	27000	Zeit	-2	Sind oft unpünktlich, viel umsteigen	09:51:46	762	20	NA	NA	NA	NA	Zeit
1731r	ID115t2_1731	26999	Stressreduzierung	1	Man kann Zeit für sich nutzen	09:53:36	542	20	NA	NA	NA	NA	Stressreduzierung
1731r	ID115t2_1731	26998	Teuer	-1	Fahrkarten sind teuer geworden	09:48:06	747	245	NA	NA	NA	NA	teuer_negative
1731r	ID115t2_1731	26997	Umwelt	3	NA		741	125	NA	NA	NA	NA	Umwelt
1731r	ID115t2_1731	26996	Komfort	3	NA	09:44:00	265	20	NA	NA	NA	NA	Komfort_positive
1731r	ID115t2_1731	26995	Umwelt	-2	NA	09:43:21	40	142	NA	NA	NA	NA	Umwelt
1731r	ID115t2_1731	26994	Teuer	-2	NA		45	270	NA	NA	NA	NA	teuer_negative
1731r	ID115t2_1731	26993	Eigener Pkw	0	 		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1731r	ID115t2_1731	26992	Öffentliche Verkehrsmittel	0	 		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1732	ID116_1732	27021	Verspätungen möglich	-2	NA	12:31:29	425	159	NA	NA	NA	NA	Verspätungen möglich
1732	ID116_1732	27020	Keine konzentration beim fahren	1	NA		577	741	NA	NA	NA	NA	Keine konzentration beim fahren
1732	ID116_1732	27019	Umweltbewusster	3	NA	12:30:29	349	718	NA	NA	NA	NA	umweltbewusst_positive
1732	ID116_1732	27018	viele haltestellen	-1	NA		458	498	NA	NA	NA	NA	viele haltestellen
1732	ID116_1732	27017	keine sitzplätze	-3	NA		669	619	NA	NA	NA	NA	keine sitzplätze
1732	ID116_1732	27016	überfüllt	-3	NA		660	498	NA	NA	NA	NA	überfüllt_negative
1732	ID116_1732	27015	Wartezeit	-2	NA	12:29:28	458	622	NA	NA	NA	NA	Wartezeiten_negative
1732	ID116_1732	27014	Haltestelle suchen	0	NA		628	219	NA	NA	NA	NA	Haltestelle suchen
1732	ID116_1732	27013	konzentration beim fahren	0	NA		34	636	NA	NA	NA	NA	konzentration beim fahren
1732	ID116_1732	27012	komplett durchfahren	3	NA		32	510	NA	NA	NA	NA	komplett durchfahren
1732	ID116_1732	27010	keine wartezeit beim einsteigen	3	NA	12:27:08	20	372	NA	NA	NA	NA	keine wartezeit beim einsteigen
1732	ID116_1732	27009	schlecht für die Umwelt	-3	NA		42	254	NA	NA	NA	NA	umweltbelastend_negative
1732	ID116_1732	27008	Abgase	-3	NA		20	129	NA	NA	NA	NA	Abgase_negative
1732	ID116_1732	27006	Stau	-3	NA		216	178	NA	NA	NA	NA	Stau_negative
1732	ID116_1732	27005	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1732	ID116_1732	27004	Öffentliche Verkehrsmittel	0	NA		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1733	ID116t2_1733	27041	co2 ausstoß teurer	-3	NA		20	20	NA	NA	NA	NA	co2 ausstoß teurer
1733	ID116t2_1733	27040	Gesamtkosten teurer	-2	NA	12:52:37	486	19	NA	NA	NA	NA	Gesamtkosten teurer
1733	ID116t2_1733	27039	Öffentliche Verkehrsmittel	0	NA		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1733	ID116t2_1733	27038	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1733	ID116t2_1733	27037	Stau	-3	NA		216	178	NA	NA	NA	NA	Stau_negative
1733	ID116t2_1733	27036	unabhängig	1	NA		277	20	NA	NA	NA	NA	Unabhängigkeit_positive
1733	ID116t2_1733	27035	Abgase	-3	NA		20	129	NA	NA	NA	NA	Abgase_negative
1733	ID116t2_1733	27034	schlecht für die Umwelt	-3	NA		42	254	NA	NA	NA	NA	umweltbelastend_negative
1733	ID116t2_1733	27033	keine wartezeit beim einsteigen	3	NA	12:27:08	20	372	NA	NA	NA	NA	keine wartezeit beim einsteigen
1733	ID116t2_1733	27032	Benzinkosten	-2	NA		145	72	NA	NA	NA	NA	Kosten_negative
1733	ID116t2_1733	27031	komplett durchfahren	3	NA		32	510	NA	NA	NA	NA	komplett durchfahren
1733	ID116t2_1733	27030	konzentration beim fahren	0	NA		34	636	NA	NA	NA	NA	konzentration beim fahren
1733	ID116t2_1733	27029	Haltestelle suchen	0	NA		628	219	NA	NA	NA	NA	Haltestelle suchen
1733	ID116t2_1733	27028	Wartezeit	-2	NA	12:29:28	458	622	NA	NA	NA	NA	Wartezeiten_negative
1733	ID116t2_1733	27027	überfüllt	-3	NA		660	498	NA	NA	NA	NA	überfüllt_negative
1733	ID116t2_1733	27026	keine sitzplätze	-3	NA		669	619	NA	NA	NA	NA	keine sitzplätze
1733	ID116t2_1733	27025	viele haltestellen	-1	NA		458	498	NA	NA	NA	NA	viele haltestellen
1733	ID116t2_1733	27024	Umweltbewusster	3	NA	12:30:29	349	718	NA	NA	NA	NA	umweltbewusst_positive
1733	ID116t2_1733	27023	Keine konzentration beim fahren	1	NA		577	741	NA	NA	NA	NA	Keine konzentration beim fahren
1733	ID116t2_1733	27022	Verspätungen möglich	-2	NA	12:31:29	425	159	NA	NA	NA	NA	Verspätungen möglich
1736	ID117_1736	27060	Kraftstoff	-1	NA		462	91	NA	NA	NA	NA	Kraftstoff
1736	ID117_1736	27059	emotionale Verbindung zum Kfz	1	NA	18:15:47	20	337	NA	NA	NA	NA	emotionale Verbindung zum Kfz
1736	ID117_1736	27058	gute Anbindung in Unistädten	2	NA		830	207	NA	NA	NA	NA	gute Anbindung in Unistädten
1736	ID117_1736	27057	Flexibilität	3	NA	18:15:02	417	557	NA	NA	NA	NA	Flexibilität
1736	ID117_1736	27056	Komfort	3	NA		426	246	NA	NA	NA	NA	Komfort_positive
1736	ID117_1736	27055	Studententicket	3	NA	18:13:26	730	106	NA	NA	NA	NA	Studententicket
1736	ID117_1736	27054	Günstiger	3	NA	18:13:14	780	337	NA	NA	NA	NA	günstig_positive
1736	ID117_1736	27053	Umweltfreundlicher	1	NA		608	228	NA	NA	NA	NA	umweltfreundlich_positive
1736	ID117_1736	27052	als Fahranfänger sehr teure Versicherung	-3	NA		306	20	NA	NA	NA	NA	als Fahranfänger sehr teure Versicherung
1736	ID117_1736	27051	höhere Kosten	-3	NA		313	175	NA	NA	NA	NA	höhere Kosten
1736	ID117_1736	27050	Eigenverantwortung (Wartung etc.)	10	NA	18:10:20	106	221	NA	NA	NA	NA	Eigenverantwortung (Wartung etc.)
1736	ID117_1736	27049	Statussymbol	1	NA		96	469	NA	NA	NA	NA	Statussymbol
1736	ID117_1736	27048	zeitl. Unabhängigkeit	3	NA	18:09:44	417	458	NA	NA	NA	NA	zeitl. Unabhängigkeit
1736	ID117_1736	27047	Eigener Pkw	0	NA		273	346	NA	NA	NA	NA	Eigener Pkw_neutral
1736	ID117_1736	27046	Öffentliche Verkehrsmittel	0	NA		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1737	ID117t2_1737	27077	soziale Verantwortung	3	NA	18:34:04	603	18	NA	NA	NA	NA	soziale Verantwortung
1737	ID117t2_1737	27076	Bedarf staatl. Förderung zur Preissenkung	-1	NA		830	20	NA	NA	NA	NA	Bedarf staatl. Förderung zur Preissenkung
1737	ID117t2_1737	27075	Öffentliche Verkehrsmittel	0	NA		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1737	ID117t2_1737	27074	Eigener Pkw	0	NA		273	346	NA	NA	NA	NA	Eigener Pkw_neutral
1737	ID117t2_1737	27073	zeitl. Unabhängigkeit	3	NA	18:09:44	417	458	NA	NA	NA	NA	zeitl. Unabhängigkeit
1737	ID117t2_1737	27072	Statussymbol	1	NA		96	469	NA	NA	NA	NA	Statussymbol
1737	ID117t2_1737	27071	Eigenverantwortung (Wartung etc.)	10	NA	18:10:20	106	221	NA	NA	NA	NA	Eigenverantwortung (Wartung etc.)
1737	ID117t2_1737	27070	höhere Kosten	-3	NA	18:31:46	313	175	NA	NA	NA	NA	höhere Kosten
1737	ID117t2_1737	27069	als Fahranfänger sehr teure Versicherung	-3	NA		306	20	NA	NA	NA	NA	als Fahranfänger sehr teure Versicherung
1737	ID117t2_1737	27068	Umweltfreundlicher	3	NA	18:31:29	608	229	NA	NA	NA	NA	umweltfreundlich_positive
1737	ID117t2_1737	27067	Günstiger	3	NA	18:31:55	780	337	NA	NA	NA	NA	günstig_positive
1737	ID117t2_1737	27066	Günstiger nur wg. Studententicket	-3	NA	18:32:25	730	106	NA	NA	NA	NA	Günstiger nur wg. Studententicket
1737	ID117t2_1737	27065	Komfort	3	NA		426	246	NA	NA	NA	NA	Komfort_positive
1737	ID117t2_1737	27064	Flexibilität	3	NA	18:15:02	417	557	NA	NA	NA	NA	Flexibilität
1737	ID117t2_1737	27063	gute Anbindung in Unistädten	2	NA		830	214	NA	NA	NA	NA	gute Anbindung in Unistädten
1737	ID117t2_1737	27062	emotionale Verbindung zum Kfz	1	NA	18:15:47	20	337	NA	NA	NA	NA	emotionale Verbindung zum Kfz
1737	ID117t2_1737	27061	Kraftstoff	-1	NA		462	91	NA	NA	NA	NA	Kraftstoff
1738	ID118_1738	27086	Schlechtes Wetter	-2	NA	20:46:32	468	20	NA	NA	NA	NA	schlechtes Wetter_negative
1738	ID118_1738	27085	Kontakte	10	NA	20:46:59	875	75	NA	NA	NA	NA	kontaktlos_ambivalent
1738	ID118_1738	27084	Ansteckungsgefahr/Hygiene	-1	NA	20:46:52	1124	422	NA	NA	NA	NA	Ansteckungsgefahr/Hygiene
1738	ID118_1738	27083	Benutzbar wenn Müde/Krank/...	1	NA	20:46:50	686	526	NA	NA	NA	NA	Benutzbar wenn Müde/Krank/...
1738	ID118_1738	27082	Flexibel	1	NA	20:46:48	300	485	NA	NA	NA	NA	flexibel_positive
1738	ID118_1738	27081	Teuer	-3	NA	20:46:45	666	43	NA	NA	NA	NA	teuer_negative
1738	ID118_1738	27080	Umweltfreundlich	3	NA	20:46:35	249	67	NA	NA	NA	NA	umweltfreundlich_positive
1738	ID118_1738	27079	Eigener PKW	0	NA		829	293	NA	NA	NA	NA	Eigener Pkw_neutral
1738	ID118_1738	27078	ÖPNV	0	NA		515	277	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1738r	ID118t2_1738	27086	Schlechtes Wetter	-2	NA	20:46:32	468	20	NA	NA	NA	NA	schlechtes Wetter_negative
1738r	ID118t2_1738	27085	Kontakte	10	NA	20:46:59	875	75	NA	NA	NA	NA	kontaktlos_ambivalent
1738r	ID118t2_1738	27084	Ansteckungsgefahr/Hygiene	-1	NA	20:46:52	1124	422	NA	NA	NA	NA	Ansteckungsgefahr/Hygiene
1738r	ID118t2_1738	27083	Benutzbar wenn Müde/Krank/...	1	NA	20:46:50	686	526	NA	NA	NA	NA	Benutzbar wenn Müde/Krank/...
1738r	ID118t2_1738	27082	Flexibel	1	NA	20:46:48	300	485	NA	NA	NA	NA	flexibel_positive
1738r	ID118t2_1738	27081	Teuer	-3	NA	20:46:45	666	43	NA	NA	NA	NA	teuer_negative
1738r	ID118t2_1738	27080	Umweltfreundlich	3	NA	20:46:35	249	67	NA	NA	NA	NA	umweltfreundlich_positive
1738r	ID118t2_1738	27079	Eigener PKW	0	NA		829	293	NA	NA	NA	NA	Eigener Pkw_neutral
1738r	ID118t2_1738	27078	ÖPNV	0	NA		515	277	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1739	ID119_1739	27094	Transport	0	NA		44	20	NA	NA	NA	NA	Transport
1739	ID119_1739	27093	Komfort	3	NA	09:52:41	398	20	NA	NA	NA	NA	Komfort_positive
1739	ID119_1739	27092	Umwelt	0	NA		398	448	NA	NA	NA	NA	Umwelt
1739	ID119_1739	27091	Kosten	0	NA		398	342	NA	NA	NA	NA	Kosten_neutral
1739	ID119_1739	27090	Zuverlässigkeit/ Verkehr	0	NA	09:56:36	401	230	NA	NA	NA	NA	Zuverlässigkeit/ Verkehr
1739	ID119_1739	27089	Geschwindigkeit	0	NA		401	117	NA	NA	NA	NA	Geschwindigkeit
1739	ID119_1739	27088	Öffentliche Verkehrsmittel	10	NA	09:54:02	750	209	NA	NA	NA	NA	Öffentliche Verkehrsmittel_ambivalent
1739	ID119_1739	27087	Eigener PKW	10	NA	09:53:52	36	205	NA	NA	NA	NA	Eigener Pkw_ambivalent
1740	ID119t2_1740	27103	Hygiene	-3	NA	10:04:52	754	20	NA	NA	NA	NA	Hygiene
1740	ID119t2_1740	27102	Eigener PKW	10	NA	09:53:52	36	205	NA	NA	NA	NA	Eigener Pkw_ambivalent
1740	ID119t2_1740	27101	Öffentliche Verkehrsmittel	10	NA	09:54:02	750	209	NA	NA	NA	NA	Öffentliche Verkehrsmittel_ambivalent
1740	ID119t2_1740	27100	Geschwindigkeit	0	NA		401	117	NA	NA	NA	NA	Geschwindigkeit
1740	ID119t2_1740	27099	Zuverlässigkeit/ Verkehr	0	NA	09:56:36	401	230	NA	NA	NA	NA	Zuverlässigkeit/ Verkehr
1740	ID119t2_1740	27098	Kosten	0	NA		398	342	NA	NA	NA	NA	Kosten_neutral
1740	ID119t2_1740	27097	Umwelt	0	NA		398	448	NA	NA	NA	NA	Umwelt
1740	ID119t2_1740	27096	Komfort	3	NA	09:52:41	398	20	NA	NA	NA	NA	Komfort_positive
1740	ID119t2_1740	27095	Transport	0	NA		44	20	NA	NA	NA	NA	Transport
1741	ID120_1741	27120	relativ billig	1	NA	13:38:26	1371.43	658.571	NA	NA	NA	NA	relativ billig
1741	ID120_1741	27119	teuer	-2	NA	13:37:48	991.996	25.1384	NA	NA	NA	NA	teuer_negative
1741	ID120_1741	27118	Halt nur an Haltestellen	-1	NA	13:38:15	1110.26	663.951	NA	NA	NA	NA	Halt nur an Haltestellen
1741	ID120_1741	27117	auf Bus warten	-2	NA	13:38:08	896.509	695.83	NA	NA	NA	NA	auf Bus warten
1741	ID120_1741	27116	unflexibel	-1	NA	13:37:58	1151.52	512.192	NA	NA	NA	NA	unflexibel_negative
1741	ID120_1741	27115	relativ teuer	-2	NA	13:37:56	1265.64	201.089	NA	NA	NA	NA	relativ teuer
1741	ID120_1741	27114	Urlaub	1	NA	13:37:51	665.192	20	NA	NA	NA	NA	Urlaub
1741	ID120_1741	27113	Spritkosten	-1	NA	13:37:24	316.987	515.661	NA	NA	NA	NA	Spritkosten
1741	ID120_1741	27112	Autounfälle	-3	NA	13:37:42	422.763	173.304	NA	NA	NA	NA	Autounfälle
1741	ID120_1741	27111	Bus	0	NA		878.319	495.542	NA	NA	NA	NA	Bus
1741	ID120_1741	27110	Bahn	0	NA		1106.51	359.482	NA	NA	NA	NA	Bahn
1741	ID120_1741	27109	Flugzeug	0	NA		859.326	189.312	NA	NA	NA	NA	Flugzeug
1741	ID120_1741	27108	flexibel	3	NA	13:37:18	77	194.993	NA	NA	NA	NA	flexibel_positive
1741	ID120_1741	27107	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
